id,artist,before,after
4216,基恩敬拜,《和祢一起唱詩歌》Sing Praise With You - AGWMM,《和祢一起唱詩歌》Sing Praise With You
4217,基恩敬拜,【靈命塑造系列】當你徬徨無助時 - AGWMM,【靈命塑造系列】當你徬徨無助時
4359,ACM兒童詩歌,尊貴神兒女 - 官方完整版,尊貴神兒女
4365,ACM兒童詩歌,小小敬拜者 - 官方完整版,小小敬拜者
4369,ACM兒童詩歌,萬物同和應 - 官方完整版,萬物同和應
4372,ACM兒童詩歌,戰勝巨人 - 官方完整版,戰勝巨人
4445,Hillsong Kids,Books of the Bible - Song🎵📖,Books of the Bible - Song
4452,Hillsong Kids,Animal Fun Song for Preschoolers & Little Hearts! 🦁🐰🐢🎵,Animal Fun Song for Preschoolers & Little Hearts!
4453,Hillsong Kids,Wash Your Hands to this song 👐🎵,Wash Your Hands to this song
4454,Hillsong Kids,"Joyful Live 🎤🎉 ""We Came to Meet with You""","Joyful Live ""We Came to Meet with You"""
4455,Hillsong Kids,KIDS HEARTWARMING WORSHIP! 🙌 'What a Beautiful Name' - Live Recording!,KIDS HEARTWARMING WORSHIP! 'What a Beautiful Name' - Live Recording!
4461,Hillsong Kids,🙌 Live Praise And Worship With Kids! (Ask Seek Knock),Live Praise And Worship With Kids! (Ask Seek Knock)
4504,Listener Kids,"""Jesus Loves Me""",Jesus Loves Me
4511,CJ and Friends,Sticks and Stones 🪨 🎶 | Worship Song and Dance | @LandonForbesMusic,Sticks and Stones | Worship Song and Dance | @LandonForbesMusic
4513,CJ and Friends,Zacchaeus (God Is Coming to My House) 🏠🎶 | New Worship Song & Dance ✨,Zacchaeus (God Is Coming to My House) | New Worship Song & Dance
4514,CJ and Friends,Joy to the World | Christmas Dance & Sing Along 🎄✨,Joy to the World | Christmas Dance & Sing Along
4519,CJ and Friends,Talk to Jesus 🫶 (Dance Along),Talk to Jesus (Dance Along)
4520,CJ and Friends,Talk to Jesus ✨ Worship Song 🎶,Talk to Jesus Worship Song
4522,CJ and Friends,Jesus Is Alive! 🙌 The Easter Story and Worship | Scripture Safari,Jesus Is Alive! The Easter Story and Worship | Scripture Safari
4523,CJ and Friends,The Fruit of the Spirit 🍇 | Scripture Safari Bible Story & Worship,The Fruit of the Spirit | Scripture Safari Bible Story & Worship
4524,CJ and Friends,I WANNA BEAR FRUIT 🍎🍊 | LIVE Worship & Dance,I WANNA BEAR FRUIT | LIVE Worship & Dance
4525,CJ and Friends,LOVE ❤️ | Worship Song & Dance | Music Video + Lyrics,LOVE | Worship Song & Dance | Music Video + Lyrics
4531,CJ and Friends,Praise 👏 Elevation Worship,Praise Elevation Worship
4532,CJ and Friends,Kindness | 🎤 | Fruit of the Spirit Songs for Kids 🍊,Kindness | Fruit of the Spirit Songs for Kids
4533,CJ and Friends,Nothing Is Impossible 🌎 Planetshakers,Nothing Is Impossible Planetshakers
4544,CJ and Friends,We Serve A Mighty God ⚡️ Song & Bible Story Workout for Kids | @ and @BoboPE,We Serve A Mighty God Song & Bible Story Workout for Kids | @ and @BoboPE
4547,CJ and Friends,I Wanna Bear Fruit (the Fruit of the Spirit) 🍋 | Worship Song for Kids,I Wanna Bear Fruit (the Fruit of the Spirit) | Worship Song for Kids
4548,CJ and Friends,I Wanna Bear Fruit (The Fruit of the Spirit)🍏,I Wanna Bear Fruit (The Fruit of the Spirit)
4549,CJ and Friends,Go Tell It on the Mountain ❄️ | Christmas,Go Tell It on the Mountain | Christmas
4551,CJ and Friends,Praise Ye the Lord🙌| Listener Kids Music,Praise Ye the Lord | Listener Kids Music
4557,CJ and Friends,Trading My Sorrows | Worship,Trading My Sorrows
4570,CJ and Friends,Love the Lord | Motions,Love the Lord
4571,CJ and Friends,Peace Like A River | Motions,Peace Like A River
4629,Yancy,NOTHING ELSE Video,NOTHING ELSE
4779,Kids on the Move,♫ ALWAYS LOVE ♫,ALWAYS LOVE
4780,Kids on the Move,♫ YOU ARE GOOD ♫,YOU ARE GOOD
4781,Kids on the Move,♫ UNSHAKEABLE ♫,UNSHAKEABLE
4795,Hillsong Kids,Born Is The King (It’s Christmas!) - Video,Born Is The King (It’s Christmas!)
4813,CJ and Friends,One Way | Acoustic 🎸✨,One Way | Acoustic
4833,基恩敬拜,【靈命塑造系列】當你迷失方向時 - AGWMM,【靈命塑造系列】當你迷失方向時
4835,基恩敬拜,【靈命塑造系列】當你孤單寂寞時 - AGWMM,【靈命塑造系列】當你孤單寂寞時
4836,基恩敬拜,《寶貴恩典》Precious Grace Of God AGWMM,《寶貴恩典》Precious Grace Of God
4837,基恩敬拜,《以耶和華為樂》Let's Take Delight In God AGWMM,《以耶和華為樂》Let's Take Delight In God
4846,基恩敬拜,【靈命塑造系列】當你恐懼戰兢時 - AGWMM,【靈命塑造系列】當你恐懼戰兢時
4848,基恩敬拜,【靈命塑造系列】當你感到生氣時 - AGWMM,【靈命塑造系列】當你感到生氣時
4849,基恩敬拜,【靈命塑造系列】當你失去信心時 - AGWMM,【靈命塑造系列】當你失去信心時
4850,基恩敬拜,《願》A Vow To God - AGWMM,《願》A Vow To God
4857,基恩敬拜,【靈命塑造系列】當你灰心失意時 - AGWMM,【靈命塑造系列】當你灰心失意時
4861,基恩敬拜,《僕人敬聽》Your Servant Is Listening - AGWMM,《僕人敬聽》Your Servant Is Listening
4870,基恩敬拜,《暫別片刻》Bye For Now - AGWMM ｜Amazing Grace Worship｜rest in peace ｜Peaceful,《暫別片刻》Bye For Now -Amazing Grace Worship｜rest in peace ｜Peaceful
4872,基恩敬拜,《信心的宣告》Confession Of Faith - AGWMM,《信心的宣告》Confession Of Faith
4873,基恩敬拜,【新年平安版！全新編曲！】《願主愛圍繞您》May God’s Love Enfold You AGWMM,【新年平安版！全新編曲！】《願主愛圍繞您》May God’s Love Enfold You
4874,基恩敬拜,《耶和華祢配得稱頌》- 祈禱仔兒童敬拜系列 AGWMM,《耶和華祢配得稱頌》- 祈禱仔兒童敬拜系列
4885,基恩敬拜,《放下擔子》Lay Down The Burden AGWMM,《放下擔子》Lay Down The Burden
4894,基恩敬拜,《活在這世代》Living In Our Times AGWMM,《活在這世代》Living In Our Times
4896,基恩敬拜,華語詩歌《耶和華是我的牧者》The Lord Is My Shepherd AGWMM,華語詩歌《耶和華是我的牧者》The Lord Is My Shepherd
4897,基恩敬拜,華語詩歌《我的泉源在祢裡面》All My Fountains Are In You AGWMM,華語詩歌《我的泉源在祢裡面》All My Fountains Are In You
4898,基恩敬拜,華語詩歌《跟祢一起走》To Walk With You AGWMM,華語詩歌《跟祢一起走》To Walk With You
4905,基恩敬拜,華語詩歌《耶穌是主》Jesus The Saviour AGWMM,華語詩歌《耶穌是主》Jesus The Saviour
4906,基恩敬拜,華語詩歌《祢的名在全地何其美》How Beautiful Art Thy Name AGWMM,華語詩歌《祢的名在全地何其美》How Beautiful Art Thy Name
4907,基恩敬拜,華語詩歌《永不疲乏》Never Grew Weary AGWMM,華語詩歌《永不疲乏》Never Grew Weary
4908,基恩敬拜,NEW! 全新華語詩歌《和平之子》Sons Of Peace AGWMM,NEW! 全新華語詩歌《和平之子》Sons Of Peace
4909,基恩敬拜,NEW! 全新華語詩歌《晚安禱告》Bedtime Prayer AGWMM,NEW! 全新華語詩歌《晚安禱告》Bedtime Prayer
4910,基恩敬拜,NEW! 全新華語詩歌《晨禱》Morning Prayer AGWMM,NEW! 全新華語詩歌《晨禱》Morning Prayer
4917,基恩敬拜,NEW! 全新華語詩歌《渴慕主的靈》Thirst For The Spirit Of The Lord AGWMM,NEW! 全新華語詩歌《渴慕主的靈》Thirst For The Spirit Of The Lord
4918,基恩敬拜,NEW! 全新華語詩歌《將我的救恩顯明給你》Show You My Salvation AGWMM,NEW! 全新華語詩歌《將我的救恩顯明給你》Show You My Salvation
4919,基恩敬拜,NEW! 全新華語詩歌《願祢旨意成就》Thy Will Be Done AGWMM,NEW! 全新華語詩歌《願祢旨意成就》Thy Will Be Done
4920,基恩敬拜,NEW! 全新華語詩歌《神的眷佑》God’s Blessings AGWMM,NEW! 全新華語詩歌《神的眷佑》God’s Blessings
4921,基恩敬拜,華語詩歌《願萬民稱謝祢》Let All The People Praise Thee AGWMM,華語詩歌《願萬民稱謝祢》Let All The People Praise Thee
4922,基恩敬拜,華語詩歌《當讚美進入祂的院》Enter His Courts With Praise AGWMM,華語詩歌《當讚美進入祂的院》Enter His Courts With Praise
4929,基恩敬拜,《放開雙手》Out Stretch Your Arms AGWMM,《放開雙手》Out Stretch Your Arms
4933,基恩敬拜,《恩典充滿這地》Fill This Land With Grace - AGWMM,《恩典充滿這地》Fill This Land With Grace
4934,基恩敬拜,《來投靠耶穌》Come Seek Refuge In Jesus - AGWMM,《來投靠耶穌》Come Seek Refuge In Jesus
4944,基恩敬拜,《明天祢為我掌舵》You take the helm of my future AGWMM,《明天祢為我掌舵》You take the helm of my future
4945,基恩敬拜,華語詩歌《晨禱》Morning Prayer AGWMM,華語詩歌《晨禱》Morning Prayer
4946,基恩敬拜,《數算恩典》Count Your Blessings AGWMM,《數算恩典》Count Your Blessings
4953,基恩敬拜,《伴我前行》May You Walk With Me AGWMM,《伴我前行》May You Walk With Me
4954,基恩敬拜,"《慈繩愛索》The Rein Of Love, The Rope Of Grace AGWMM","《慈繩愛索》The Rein Of Love, The Rope Of Grace"
4956,基恩敬拜,《請聽我傾訴》May You Listen To My Prayers AGWMM,《請聽我傾訴》May You Listen To My Prayers
4961,基恩敬拜,《互相守望》Watch Over Each Other AGWMM,《互相守望》Watch Over Each Other
4963,基恩敬拜,《讚美三一神》Praise the Triune God AGWMM,《讚美三一神》Praise the Triune God
4966,基恩敬拜,"《靠主愛誇勝》With The Love Of Christ, We Triumph AGWMM","《靠主愛誇勝》With The Love Of Christ, We Triumph"
4973,基恩敬拜,崇拜歌詞版《彼此相愛》Love One Another AGWMM,崇拜歌詞版《彼此相愛》Love One Another
4974,基恩敬拜,崇拜歌詞版《新生命》New Life AGWMM,崇拜歌詞版《新生命》New Life
4975,基恩敬拜,崇拜歌詞版《願平安充滿你》May Peace Be With You AGWMM,崇拜歌詞版《願平安充滿你》May Peace Be With You
4976,基恩敬拜,崇拜歌詞版《讓我們彼此相愛》Let Us Love One Another AGWMM,崇拜歌詞版《讓我們彼此相愛》Let Us Love One Another
4978,基恩敬拜,《謝謝祢的愛》Thank You for Your Love AGWMM,《謝謝祢的愛》Thank You for Your Love
4985,基恩敬拜,《一生在神手裡》My Life is in Your hand AGWMM,《一生在神手裡》My Life is in Your hand
4988,基恩敬拜,崇拜歌詞版《這樣愛我》How You Loved Me AGWMM,崇拜歌詞版《這樣愛我》How You Loved Me
4994,基恩敬拜,崇拜歌詞版《更新我心》Renew My Heart AGWMM,崇拜歌詞版《更新我心》Renew My Heart
4995,基恩敬拜,崇拜歌詞版《愛裡沒有懼怕》No Fear In Love (國語詩歌) AGWMM,崇拜歌詞版《愛裡沒有懼怕》No Fear In Love (國語詩歌)
4996,基恩敬拜,崇拜歌詞版《我能痊癒》I Will Be Healed AGWMM,崇拜歌詞版《我能痊癒》I Will Be Healed
4997,基恩敬拜,《神大愛》God's Magnificent Love AGWMM,《神大愛》God's Magnificent Love
5002,基恩敬拜,崇拜歌詞版《榮光充滿全地》The Whole Earth Is Full Of His Glory AGWMM,崇拜歌詞版《榮光充滿全地》The Whole Earth Is Full Of His Glory
5003,基恩敬拜,崇拜歌詞版《永恆的主》Everlasting God AGWMM,崇拜歌詞版《永恆的主》Everlasting God
5004,基恩敬拜,崇拜歌詞版《靠主誇勝》Victory In The Lord AGWMM,崇拜歌詞版《靠主誇勝》Victory In The Lord
5005,基恩敬拜,崇拜歌詞版《天父知道》Heavenly Father Knows (國語詩歌) AGWMM,崇拜歌詞版《天父知道》Heavenly Father Knows (國語詩歌)
5010,基恩敬拜,崇拜歌詞版《信心的等待》Wait With Faith AGWMM,崇拜歌詞版《信心的等待》Wait With Faith
5011,基恩敬拜,"崇拜歌詞版《耶穌，我愛祢》Jesus, I Love You (國語詩歌) AGWMM","崇拜歌詞版《耶穌，我愛祢》Jesus, I Love You (國語詩歌)"
5012,基恩敬拜,崇拜歌詞版《我得自由》I Have Been Set Free (國語詩歌) AGWMM,崇拜歌詞版《我得自由》I Have Been Set Free (國語詩歌)
5013,基恩敬拜,崇拜歌詞版《祢是我惟一的倚靠》I Put My Trust In You AGWMM,崇拜歌詞版《祢是我惟一的倚靠》I Put My Trust In You
5018,基恩敬拜,崇拜歌詞版《舉手讚頌》Lift My Hands And Praise AGWMM,崇拜歌詞版《舉手讚頌》Lift My Hands And Praise
5019,基恩敬拜,崇拜歌詞版《我的牧者》The Lord Is My Shepherd (國語詩歌) AGWMM,崇拜歌詞版《我的牧者》The Lord Is My Shepherd (國語詩歌)
5020,基恩敬拜,崇拜歌詞版《一心稱謝祢》Praise You With All My Heart (國語詩歌) AGWMM,崇拜歌詞版《一心稱謝祢》Praise You With All My Heart (國語詩歌)
5021,基恩敬拜,崇拜歌詞版《相信祢應許》Believe In Your Promise (國語詩歌) AGWMM,崇拜歌詞版《相信祢應許》Believe In Your Promise (國語詩歌)
5026,基恩敬拜,崇拜歌詞版《平安的路》Path Of Peace AGWMM,崇拜歌詞版《平安的路》Path Of Peace
5027,基恩敬拜,崇拜歌詞版《有祢同行》With You by my side AGWMM,崇拜歌詞版《有祢同行》With You by my side
5037,基恩敬拜,【無牆敬拜】給爸爸的信💌,【無牆敬拜】給爸爸的信
5042,基恩敬拜,【無牆敬拜】明天祢為我掌舵🚢,【無牆敬拜】明天祢為我掌舵
5044,基恩敬拜,【無牆敬拜】盼望在乎祢🕯️,【無牆敬拜】盼望在乎祢
5050,基恩敬拜,【無牆敬拜】恩典窄路🎶,【無牆敬拜】恩典窄路
5051,基恩敬拜,【無牆敬拜】有祢同行🙏🏻,【無牆敬拜】有祢同行
5052,基恩敬拜,【無牆敬拜】神大愛❤️,【無牆敬拜】神大愛
5053,基恩敬拜,《因為祢先愛我們》As You First Loved Us - AGWMM,《因為祢先愛我們》As You First Loved Us
5074,基恩敬拜,《重新得力》You Renew my Strength - AGWMM,《重新得力》You Renew my Strength
5075,基恩敬拜,《相信祢應許》Believe In Your Promise - AGWMM,《相信祢應許》Believe In Your Promise
5094,基恩敬拜,《給爸爸的信》Letter to my Father - AGWMM,《給爸爸的信》Letter to my Father
5095,基恩敬拜,《舉手讚頌》Lift my hands and praise - AGWMM,《舉手讚頌》Lift my hands and praise
5096,基恩敬拜,《復活的主》The resurrected Lord - AGWMM,《復活的主》The resurrected Lord
5097,基恩敬拜,《仰望十架》Fixed our eyes on the cross - AGWMM,《仰望十架》Fixed our eyes on the cross
5098,基恩敬拜,《傳至地極》To the ends of the earth – AGWMM,《傳至地極》To the ends of the earth
5099,基恩敬拜,《歌唱耶和華慈愛》Sing of The Lord's unfailing love - AGWMM,《歌唱耶和華慈愛》Sing of The Lord's unfailing love
5107,基恩敬拜,《我的生命在祢手》My life is in God's hand - AGWMM,《我的生命在祢手》My life is in God's hand
5108,基恩敬拜,《我得自由》I have been set free - AGWMM,《我得自由》I have been set free
5109,基恩敬拜,《我們愛因為神先愛》We love because God first loved us - AGWMM,《我們愛因為神先愛》We love because God first loved us
5111,基恩敬拜,《仰望我神》God I lift myself up to you - AGWMM,《仰望我神》God I lift myself up to you
5118,基恩敬拜,《願主愛圍繞你》May God’s love enfold you - AGWMM,《願主愛圍繞你》May God’s love enfold you
5119,基恩敬拜,《來一起歡呼》Let’s shout it out together - AGWMM,《來一起歡呼》Let’s shout it out together
5121,基恩敬拜,《得力在乎祢》Wellspring of my strength - AGWMM,《得力在乎祢》Wellspring of my strength
5123,基恩敬拜,《我心切慕祢》My soul longs for You - AGWMM,《我心切慕祢》My soul longs for You
5130,基恩敬拜,《祢是我惟一的倚靠》I put my trust in You - AGWMM,《祢是我惟一的倚靠》I put my trust in You
5132,基恩敬拜,《親眼看見祢》My eyes have seen You 詩班版 - AGWMM,《親眼看見祢》My eyes have seen You 詩班版
5134,基恩敬拜,《恩典窄路》Narrow path of grace - AGWMM,《恩典窄路》Narrow path of grace
5142,CJ and Friends,Wheels on the Bus 🚌🎶 (CJ’s Praise Version) | Sing Along with Motions & Lyrics,Wheels on the Bus (CJ’s Praise Version) | Sing Along with Motions & Lyrics
5143,Hillsong Kids,🎉 Happy Birthday 🎈 Let's Celebrate!,Happy Birthday Let's Celebrate!
5173,基恩敬拜,《盼望在乎祢》All my hope is in You - AGWMM,《盼望在乎祢》All my hope is in You
5185,基恩敬拜,求天父悅納我的讚美 May My Praise Be Accepted By The Father- AGWMM2015粵語專輯,求天父悅納我的讚美 May My Praise Be Accepted By The Father- 2015粵語專輯
5374,ACM,【I Will Not Be Shaken 🎶🔊】《站立得穩》專輯－Live Session EP04,【I Will Not Be Shaken】《站立得穩》專輯－Live Session EP04
5385,ACM,【2020年度《齊唱兒歌USB》正式推出！💿】,【2020年度《齊唱兒歌USB》正式推出！】
5386,ACM,【《齊唱兒歌USB》開箱 - 兒童詩班15週年紀念🥳】,【《齊唱兒歌USB》開箱 - 兒童詩班15週年紀念】
5399,ACM,"【無條件的愛】""同在的神－以馬內利"" - 官方完整版","【無條件的愛】""同在的神－以馬內利"""
5437,ACM,"【直到地老天荒】 ""以利亞－耶和華是神"" - 官方完整版","【直到地老天荒】 ""以利亞－耶和華是神"""
5444,ACM,"【榮光普照】""齊唱短歌4"" - 官方完整版","【榮光普照】""齊唱短歌4"""
5445,ACM,"【是為了我罪】""齊唱短歌4"" - 官方完整版","【是為了我罪】""齊唱短歌4"""
5446,ACM,"【永活真神】""得勝者"" - 官方完整版","【永活真神】""得勝者"""
5447,ACM,"【祢成就救恩】""祢是王 (粵語版)"" - 官方完整版","【祢成就救恩】""祢是王 (粵語版)"""
5468,ACM,"【祢是誰】 ""傳承使命"" - 官方完整版","【祢是誰】 ""傳承使命"""
5469,ACM,"【駕著雲彩】""傳承使命"" - 官方完整版","【駕著雲彩】""傳承使命"""
5470,ACM,"【傳頌千里】 ""傳承使命"" - 官方完整版","【傳頌千里】 ""傳承使命"""
5471,ACM,【傳承使命】 - 官方完整版 (大使命),【傳承使命】 - (大使命)
5481,ACM,"【憑信看見】 ""傳承使命"" - 官方完整版","【憑信看見】 ""傳承使命"""
5492,ACM,為這地祈福 - 官方完整版,為這地祈福
5493,ACM,靠向我主 - 官方完整版,靠向我主
5494,ACM,朋友的說話 - 官方完整版,朋友的說話
5495,ACM,話語 - 官方完整版,話語
5496,ACM,只向祂讚美 - 官方完整版,只向祂讚美
5497,ACM,為我 - 官方完整版,為我
5504,ACM,重新擁抱 - 官方完整版,重新擁抱
5506,ACM,誰 - 官方完整版,誰
5508,ACM,敬拜 - 官方完整版,敬拜
5517,ACM,高聲宣揚 - 官方完整版,高聲宣揚
5518,ACM,"【我願意】 ""我願意"" - 官方完整版","【我願意】 ""我願意"""
5519,ACM,"【詩篇145】 ""錫安城"" (Official) - 官方完整版","【詩篇145】 ""錫安城"" (Official)"
5520,ACM,[建立] Official - 官方完整版,[建立] Official
5528,ACM,冬眠 - 官方完整版,冬眠
5529,ACM,心中富有 - 官方完整版,心中富有
5530,ACM,Sing A New Song - 官方完整版,Sing A New Song
5531,ACM,拉撒路之歌 - 官方完整版,拉撒路之歌
5532,ACM,同行 - 官方完整版,同行
5533,ACM,尋求祢聲音 - 官方完整版,尋求祢聲音
5540,ACM,祢溫暖的愛 - 官方完整版,祢溫暖的愛
5541,ACM,又再起舞 - 官方完整版,又再起舞
5542,ACM,"【歸向錫安山】 ""錫安城"" Official - 官方完整版","【歸向錫安山】 ""錫安城"" Official"
5543,ACM,誰被祢揀選 - 官方完整版,誰被祢揀選
5544,ACM,求祢施恩帶領 - 官方完整版,求祢施恩帶領
5545,ACM,"[釋放] ""錫安城"" Official - 官方完整版","[釋放] ""錫安城"" Official"
5552,ACM,十架 - 官方完整版,十架
5553,ACM,Put My Eyes On You - 官方完整版,Put My Eyes On You
5554,ACM,伴著我走過 - 官方完整版,伴著我走過
5555,ACM,"【我要讚頌】 ""錫安城"" Official - 官方完整版","【我要讚頌】 ""錫安城"" Official"
5556,ACM,"【錫安之主】 ""錫安城"" Official - 官方完整版","【錫安之主】 ""錫安城"" Official"
5557,ACM,"【萬有主】 ""錫安城"" Official - 官方完整版","【萬有主】 ""錫安城"" Official"
5564,ACM,擁抱你 - 官方完整版,擁抱你
5565,ACM,從歲首到年終 - 官方完整版,從歲首到年終
5589,ACM,仰望神 - 官方完整版,仰望神
5590,ACM,為祢爭戰 - 官方完整版,為祢爭戰
5591,ACM,"【靠近祢】 ""我願意"" - 官方完整版","【靠近祢】 ""我願意"""
5592,ACM,"【惟有祢】""得勝者"" - 官方完整版","【惟有祢】""得勝者"""
5704,ACM,【祂的一生】 齊唱金曲管弦夜 Version(ft. 曾路得、蘇如紅),【祂的一生】 齊唱金曲管弦夜 (ft. 曾路得、蘇如紅)
5743,ACM,想●心跳,想 心跳
5744,ACM,【小子】 |《想●心跳》| YME系列,【小子】 |《想 心跳》| YME系列
5745,ACM,【為愛傷過】 |《想●心跳》| YME系列,【為愛傷過】 |《想 心跳》| YME系列
6100,讚美之泉,04 陽はてるよ 雲の上バイブルレッスン【さんびの泉・SOPキッズワーシップ２陽はてるよ雲の上】,陽はてるよ 雲の上バイブルレッスン【さんびの泉・SOPキッズワーシップ２陽はてるよ雲の上】
6102,讚美之泉,02 どんなときも主が バイブルレッスン【さんびの泉・SOPキッズワーシップ２陽はてるよ雲の上】,どんなときも主が バイブルレッスン【さんびの泉・SOPキッズワーシップ２陽はてるよ雲の上】
6179,Jasonboy Music,聖經《聖靈果子》(粵語￼詩歌),聖經《聖靈果子》(粵語 詩歌)
6333,讚美之泉,11 だれかが待っててくれるバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】,だれかが待っててくれるバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】
6334,讚美之泉,10 信じれば奇跡は起こるバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】,信じれば奇跡は起こるバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】
6335,讚美之泉,09 世界中の誰よりもバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】,世界中の誰よりもバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】
6336,讚美之泉,07 小さな夢バイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】,小さな夢バイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】
6337,讚美之泉,06 あなたの愛はバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】,あなたの愛はバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】
6338,讚美之泉,05 天が開きバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】,天が開きバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】
6339,讚美之泉,04 この心満たしてバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】,この心満たしてバイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】
6340,讚美之泉,03 十字架の愛バイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】,十字架の愛バイブルレッスン【さんびの泉・SOPキッズワーシップ小さな夢】
7566,約書亞樂團,Set a Fire‬ ‪‎點燃‬ ‪/ 團長周巽光 專訪,Set a Fire 點燃 / 團長周巽光 專訪
7570,約書亞樂團,Set a Fire‬ ‪‎點燃‬ ‪/ 孟平、德耀專訪,Set a Fire 點燃 / 孟平、德耀專訪
7571,約書亞樂團,Set a Fire‬ ‪‎點燃‬ ‪/ 之懿專訪,Set a Fire 點燃 / 之懿專訪
7601,天韻合唱團,Roberto個人訪談篇■與爵士之間 Jazz ver._ Official,Roberto個人訪談篇 與爵士之間 Jazz ver._ Official
7606,天韻合唱團,黃婕個人訪談篇■與爵士之間 Jazz ver._ Official,黃婕個人訪談篇 與爵士之間 Jazz ver._ Official
7608,天韻合唱團,周思慧_個人訪談篇■與爵士之間 Jazz ver._ Official,周思慧_個人訪談篇 與爵士之間 Jazz ver._ Official
7635,天韻合唱團,楊蒨時_個人訪談篇■與爵士之間 Jazz ver.,楊蒨時_個人訪談篇 與爵士之間 Jazz ver.
7643,天韻合唱團,古晧_個人訪談篇■與爵士之間 Jazz ver.,古晧_個人訪談篇 與爵士之間 Jazz ver.
7645,天韻合唱團,楊曉恩_個人訪談篇■與爵士之間 Jazz ver.,楊曉恩_個人訪談篇 與爵士之間 Jazz ver.
7785,天韻合唱團,【平安】 X讚美之泉 — ◆開工大吉、 服事甘苦談◆,【平安】 X讚美之泉 — 開工大吉、 服事甘苦談
7810,天韻合唱團,◆★男生如何練假音 【歌唱的威立】◆★,男生如何練假音 【歌唱的威立】
7831,天韻合唱團,◆★暖聲很重要【歌唱的威立】◆★ Official,暖聲很重要【歌唱的威立】 Official
7835,天韻合唱團,◆★唱流行歌三大秘訣【歌唱的威立】◆★ Official,唱流行歌三大秘訣【歌唱的威立】 Official
7836,天韻合唱團,●●韻流聲機【眼光】●● 老歌新唱,韻流聲機【眼光】 老歌新唱
7841,天韻合唱團,◆★唱歌氣不足怎麼辦？【歌唱的威立】◆★ Official,唱歌氣不足怎麼辦？【歌唱的威立】 Official
7842,天韻合唱團,●●韻流聲機【勸】●● 老歌新唱,韻流聲機【勸】 老歌新唱
7844,天韻合唱團,◆舞曲歌詞版【生命的更新Remix 歌詞版】 Official,舞曲歌詞版【生命的更新Remix 歌詞版】 Official
7845,天韻合唱團,◆★如何判定我的聲音【歌唱的威立】◆★ Official,如何判定我的聲音【歌唱的威立】 Official
7848,天韻合唱團,◆舞曲版【生命的更新Remix】,舞曲版【生命的更新Remix】
7849,天韻合唱團,●●韻流聲機【神的道路】●● 老歌新唱,韻流聲機【神的道路】 老歌新唱
7852,天韻合唱團,▲專輯CD開箱文【更新】- Official,專輯CD開箱文【更新】- Official
7853,天韻合唱團,◆★學唱歌一定要找老師嗎?【歌唱的威立】◆★ Official,學唱歌一定要找老師嗎?【歌唱的威立】 Official
7854,天韻合唱團,●●韻流聲機【永恆的答問】●● 老歌新唱,韻流聲機【永恆的答問】 老歌新唱
7855,天韻合唱團,◆★何謂美聲大解密【歌唱的威立】◆★如何運用美聲技巧唱歌- Official,何謂美聲大解密【歌唱的威立】 如何運用美聲技巧唱歌- Official
7857,天韻合唱團,●●韻流聲機【耶穌愛你】●● 老歌新唱,韻流聲機【耶穌愛你】 老歌新唱
7861,天韻合唱團,◆★掌握歌唱技巧的不二法門【歌唱的威立】◆★大師登場- Official,掌握歌唱技巧的不二法門【歌唱的威立】 大師登場- Official
8038,天韻合唱團,福【天韻合唱團 Official MV】,福
8598,我心旋律,【浩瀚史詩樂章】《耶路撒冷的石頭再次歌唱》💖 30年深沉的情感與期盼，交織張力的動人詩歌。The Stones of Jerusalem Shall Sing Again / Shema Israel,【浩瀚史詩樂章】《耶路撒冷的石頭再次歌唱》 30年深沉的情感與期盼，交織張力的動人詩歌。The Stones of Jerusalem Shall Sing Again / Shema Israel
8603,我心旋律,《祢已帶走我的罪》You Took My Sin Away l內容源自聖經妥拉「死了之後」＆「你們要聖潔」篇(利未記 第16章)#worshipmusic # 敬拜詩歌,《祢已帶走我的罪》You Took My Sin Away l內容源自聖經妥拉「死了之後」＆「你們要聖潔」篇(利未記 第16章)
8610,我心旋律,⭐️ 詩歌～撒拉的一生⭐️ / חַיֵּ֣י שָׂרָ֔ה Chayyei Sarah / 聖經妥拉：創世紀2 3:1~25:11,詩歌～撒拉的一生 / חַיֵּ֣י שָׂרָ֔ה Chayyei Sarah / 聖經妥拉：創世紀2 3:1~25:11
