id,artist,before,after
4166,基恩敬拜,《寶貴恩典》Precious Grace Of God (現場版)｜ 禱告更新2024｜AGWMM Official Live,《寶貴恩典》Precious Grace Of God (現場版)｜ 禱告更新2024｜AGWMM
4167,基恩敬拜,《互相守望》Watch Over For Each Other (現場版)｜ 禱告更新2024｜AGWMM Official Live,《互相守望》Watch Over For Each Other (現場版)｜ 禱告更新2024｜AGWMM
4168,基恩敬拜,《親眼看見祢》My Eyes Have Seen You (現場版)｜ 禱告更新2024｜AGWMM Official Live,《親眼看見祢》My Eyes Have Seen You (現場版)｜ 禱告更新2024｜AGWMM
4169,基恩敬拜,《謝謝祢的愛》Thank You For Your Love (現場版)｜ 禱告更新2024｜AGWMM Official Live,《謝謝祢的愛》Thank You For Your Love (現場版)｜ 禱告更新2024｜AGWMM
4170,基恩敬拜,《因為祢先愛我們》As You First Loved Us (現場版)｜ 禱告更新2024｜AGWMM Official Live,《因為祢先愛我們》As You First Loved Us (現場版)｜ 禱告更新2024｜AGWMM
4177,基恩敬拜,《信心的等待》Wait With Faith (現場版)｜ 禱告更新2024｜AGWMM Official Live,《信心的等待》Wait With Faith (現場版)｜ 禱告更新2024｜AGWMM
4190,基恩敬拜,《復活的盼望》Resurrection Brings Hope (現場版)｜ 禱告更新2024｜AGWMM Official Live,《復活的盼望》Resurrection Brings Hope (現場版)｜ 禱告更新2024｜AGWMM
4191,基恩敬拜,《原是為我》All For My Sake (現場版)｜ 禱告更新2024｜AGWMM Official Live,《原是為我》All For My Sake (現場版)｜ 禱告更新2024｜AGWMM
4353,ACM兒童詩歌,天黑黑 - ACM 齊唱兒歌 (官方完整CD版),天黑黑 - ACM 齊唱兒歌
4354,ACM兒童詩歌,風吹雨打不用怕 - ACM 齊唱兒歌5 (官方完整CD版),風吹雨打不用怕 - ACM 齊唱兒歌5
4355,ACM兒童詩歌,歡笑感恩﹣齊唱兒歌DVD (官方動作版),歡笑感恩﹣齊唱兒歌
4356,ACM兒童詩歌,讚美主偉大﹣齊唱兒歌DVD (官方動作版),讚美主偉大﹣齊唱兒歌
4357,ACM兒童詩歌,腳印﹣齊唱兒歌DVD (官方動作版),腳印﹣齊唱兒歌
4358,ACM兒童詩歌,耶穌恩光 - ACM 齊唱兒歌5 (官方完整CD版),耶穌恩光 - ACM 齊唱兒歌5
4360,ACM兒童詩歌,跟主天際飛 - ACM 齊唱兒歌5 (官方完整CD版),跟主天際飛 - ACM 齊唱兒歌5
4361,ACM兒童詩歌,將溫暖贈送 - ACM 齊唱兒歌4 (官方完整CD版),將溫暖贈送 - ACM 齊唱兒歌4
4362,ACM兒童詩歌,ACM小天使之歌﹣齊唱兒歌DVD (官方動作版),ACM小天使之歌﹣齊唱兒歌
4363,ACM兒童詩歌,羊咩咩﹣齊唱兒歌DVD (官方動作版),羊咩咩﹣齊唱兒歌
4364,ACM兒童詩歌,讚美祢千萬句﹣齊唱兒歌DVD (官方動作版),讚美祢千萬句﹣齊唱兒歌
4366,ACM兒童詩歌,小寶貝 - ACM 齊唱兒歌 (官方完整CD版),小寶貝 - ACM 齊唱兒歌
4367,ACM兒童詩歌,你是我的好朋友 - ACM 齊唱兒歌 (官方完整CD版),你是我的好朋友 - ACM 齊唱兒歌
4370,ACM兒童詩歌,腳印 - ACM 齊唱兒歌3 (官方完整CD版),腳印 - ACM 齊唱兒歌3
4373,ACM兒童詩歌,Praise You Everyday ﹣齊唱兒歌DVD (官方動作版),Praise You Everyday ﹣齊唱兒歌
4374,ACM兒童詩歌,齊齊分享More and More - ACM 齊唱兒歌 (官方完整CD版),齊齊分享More and More - ACM 齊唱兒歌
4375,ACM兒童詩歌,真了不起 - ACM 齊唱兒歌5 (官方完整CD版),真了不起 - ACM 齊唱兒歌5
4376,ACM兒童詩歌,無盡的愛 - ACM 齊唱兒歌4 (官方完整CD版),無盡的愛 - ACM 齊唱兒歌4
4377,ACM兒童詩歌,歡笑感恩 - ACM 齊唱兒歌 (官方完整CD版),歡笑感恩 - ACM 齊唱兒歌
4378,ACM兒童詩歌,抱抱Mammy親親Daddy - ACM 齊唱兒歌 (官方完整CD版),抱抱Mammy親親Daddy - ACM 齊唱兒歌
4379,ACM兒童詩歌,創造奇觀 - ACM 齊唱兒歌 (官方完整CD版),創造奇觀 - ACM 齊唱兒歌
4380,ACM兒童詩歌,全情敬拜 - ACM 齊唱兒歌5 (官方完整CD版),全情敬拜 - ACM 齊唱兒歌5
4381,ACM兒童詩歌,彩色拼圖 - ACM 齊唱兒歌 (官方完整CD版),彩色拼圖 - ACM 齊唱兒歌
4382,ACM兒童詩歌,不得了﹣齊唱兒歌DVD (官方動作版),不得了﹣齊唱兒歌
4383,ACM兒童詩歌,有隻蟻 - ACM 齊唱兒歌 (官方完整CD版),有隻蟻 - ACM 齊唱兒歌
4384,ACM兒童詩歌,飛得更高 - ACM 齊唱兒歌4 (官方完整CD版),飛得更高 - ACM 齊唱兒歌4
4385,ACM兒童詩歌,珍惜 - ACM 齊唱兒歌2 (官方完整CD版),珍惜 - ACM 齊唱兒歌2
4387,ACM兒童詩歌,繽紛可愛樂園 - ACM 齊唱兒歌2 (官方完整CD版),繽紛可愛樂園 - ACM 齊唱兒歌2
4388,ACM兒童詩歌,是祢是祢 - ACM 齊唱兒歌5 (官方完整CD版),是祢是祢 - ACM 齊唱兒歌5
4389,ACM兒童詩歌,軍裝 - ACM 齊唱兒歌 (官方完整CD版),軍裝 - ACM 齊唱兒歌
4390,ACM兒童詩歌,空空的墳墓 - ACM 齊唱兒歌5 (官方完整CD版),空空的墳墓 - ACM 齊唱兒歌5
4391,ACM兒童詩歌,學習愛 - ACM 齊唱兒歌3 (官方完整CD版),學習愛 - ACM 齊唱兒歌3
4392,ACM兒童詩歌,常常愛護我 - ACM 齊唱兒歌3 (官方完整CD版),常常愛護我 - ACM 齊唱兒歌3
4393,ACM兒童詩歌,五餅小魚 - ACM 齊唱兒歌5 (官方完整CD版),五餅小魚 - ACM 齊唱兒歌5
4394,ACM兒童詩歌,美麗創造 - ACM 齊唱兒歌2 (官方完整CD版),美麗創造 - ACM 齊唱兒歌2
4395,ACM兒童詩歌,齊掛笑臉 - ACM 齊唱兒歌2 (官方完整CD版),齊掛笑臉 - ACM 齊唱兒歌2
4396,ACM兒童詩歌,無比忠心 - ACM 齊唱兒歌4 (官方完整CD版),無比忠心 - ACM 齊唱兒歌4
4397,ACM兒童詩歌,闖闖這天 - ACM 齊唱兒歌2 (官方完整CD版),闖闖這天 - ACM 齊唱兒歌2
4399,ACM兒童詩歌,向耶穌祈求﹣齊唱兒歌DVD (官方動作版),向耶穌祈求﹣齊唱兒歌
4411,ACM兒童詩歌,【絕世好爸】HKACM 兒童事工 ｜齊唱兒歌 3（官方完整CD版）,【絕世好爸】HKACM 兒童事工 ｜齊唱兒歌 3
4412,ACM兒童詩歌,【Hallelujah讚美主】HKACM 兒童事工 ｜齊唱兒歌 2（官方完整CD版）,【Hallelujah讚美主】HKACM 兒童事工 ｜齊唱兒歌 2
4413,ACM兒童詩歌,【祢是彌賽亞（兒童敬拜版）】HKACM 兒童事工 ｜齊唱兒歌 2（官方完整CD版）,【祢是彌賽亞(兒童敬拜版)】HKACM 兒童事工 ｜齊唱兒歌 2
4414,ACM兒童詩歌,【主愛在我心】HKACM 兒童事工 ｜齊唱兒歌 2020（官方完整CD版）,【主愛在我心】HKACM 兒童事工 ｜齊唱兒歌 2020
4415,ACM兒童詩歌,【老師都Like你】HKACM 兒童事工 ｜齊唱兒歌 2020 (官方完整CD版),【老師都Like你】HKACM 兒童事工 ｜齊唱兒歌 2020
4420,ACM兒童詩歌,歡欣頌讚 - ACM 齊唱兒歌2020 (官方完整CD版),歡欣頌讚 - ACM 齊唱兒歌2020
4454,Hillsong Kids,"Joyful Live Kids Worship 🎤🎉 ""We Came to Meet with You""","Joyful Live 🎤🎉 ""We Came to Meet with You"""
4486,Listener Kids,This Train is Bound For Glory (sing-along) FEAT MAC POWELL,This Train is Bound For Glory FEAT MAC POWELL
4487,Listener Kids,Give Me Oil In My Lamp (sing-along),Give Me Oil In My Lamp
4489,Listener Kids,Oh Be Careful Little Eyes What You See (With Lyrics) / Bible Song / Christian Video,Oh Be Careful Little Eyes What You See / Bible Song / Christian Video
4491,Listener Kids,Do Lord Oh Do Lord Oh Do Remember Me (with lyrics),Do Lord Oh Do Lord Oh Do Remember Me
4492,Listener Kids,I've Got A River Of life (with lyrics),I've Got A River Of life
4493,Listener Kids,My God Is So Big - (with lyrics),My God Is So Big
4494,Listener Kids,J-E-S-U-S (with lyrics),J-E-S-U-S
4495,Listener Kids,Down By The Riverside - (with lyrics),Down By The Riverside
4496,Listener Kids,Alive Alive Alive Forevermore (with lyrics),Alive Alive Alive Forevermore
4497,Listener Kids,Oh When The Saints Go Marching In (with lyrics),Oh When The Saints Go Marching In
4498,Listener Kids,Clap Your Hands All Ye People (with lyrics),Clap Your Hands All Ye People
4500,Listener Kids,I've Got A River Of Life / Kids worship,I've Got A River Of Life
4502,Listener Kids,Jesus Loves Me Remix | @CJandFriends Dance-A-Long with Lyrics @ kids,Jesus Loves Me Remix | @CJandFriends @ kids
4503,Listener Kids,There Is A Star (WITH LYRICS) by,There Is A Star by
4504,Listener Kids,"""Jesus Loves Me"" With Lyrics","""Jesus Loves Me"""
4506,Listener Kids,Joy To The World with Lyrics (From There is A Star),Joy To The World (From There is A Star)
4507,Listener Kids,Silent Night - WITH LYRICS - Christmas Song For Kids,Silent Night - Christmas Song For Kids
4512,CJ and Friends,Zacchaeus | Dance Along with Lyrics,Zacchaeus | Dance Along
4519,CJ and Friends,Talk to Jesus 🫶 (Dance Along with Lyrics),Talk to Jesus 🫶 (Dance Along)
4521,CJ and Friends,LOVE (Dance Along) with Lyrics,LOVE (Dance Along)
4531,CJ and Friends,Praise 👏 Elevation Worship | Dance-Along with Lyrics,Praise 👏 Elevation Worship
4532,CJ and Friends,Kindness | Sing-Along 🎤 | Fruit of the Spirit Songs for Kids 🍊,Kindness | 🎤 | Fruit of the Spirit Songs for Kids 🍊
4533,CJ and Friends,Nothing Is Impossible 🌎 Planetshakers | Dance-Along with Lyrics,Nothing Is Impossible 🌎 Planetshakers
4534,CJ and Friends,God is so Good | Kids Worship Song & Dance,God is so Good | Song & Dance
4535,CJ and Friends,Arky Arky | Dance A-long with Lyrics | Kids Worship,Arky Arky | Dance A-long
4537,CJ and Friends,Joyful (Dante Bowe) | Dance-Along with Lyrics,Joyful (Dante Bowe)
4538,CJ and Friends,One Way (Acoustic) by Worship | Sing & dance-along with motions and lyrics,One Way (Acoustic) by Worship | Sing & with motions and lyrics
4539,CJ and Friends,Every Move I Make (Acoustic) by Worship | Sing & dance-along with motions and lyrics,Every Move I Make (Acoustic) by Worship | Sing & with motions and lyrics
4541,CJ and Friends,I Wanna Bear Fruit (The Fruit of the Spirit Song) by ft. Megan Tibbits | Sing-Along,I Wanna Bear Fruit (The Fruit of the Spirit Song) by ft. Megan Tibbits
4546,CJ and Friends,I Thank God | Maverick City Music & Upperroom | Worship Dance with Lyrics,I Thank God | Maverick City Music & Upperroom | Worship Dance
4549,CJ and Friends,Go Tell It on the Mountain ❄️ | Christmas Dance-A-Long with Lyrics,Go Tell It on the Mountain ❄️ | Christmas
4550,CJ and Friends,I Have Decided | Dance-A-Long | Listener Kids Music with Lyrics,I Have Decided | Listener Kids Music
4551,CJ and Friends,Praise Ye the Lord🙌| Dance-A-Long | Listener Kids Music,Praise Ye the Lord🙌| Listener Kids Music
4552,CJ and Friends,This Little Light of Mine | Dance-Along with Lyrics,This Little Light of Mine
4553,CJ and Friends,Tell The World Hillsong | Dance-A-Long with Lyrics,Tell The World Hillsong
4554,CJ and Friends,The Butterfly Song (If I Were A Butterfly) | Dance-Along with Lyrics,The Butterfly Song (If I Were A Butterfly)
4555,CJ and Friends,Here I Am To Worship | Dance-Along with Lyrics | ft. PJ,Here I Am To Worship | ft. PJ
4557,CJ and Friends,Trading My Sorrows | Dance-A-Long with Lyrics | Worship,Trading My Sorrows | Worship
4558,CJ and Friends,As the Deer Remix | Dance-along with Lyrics | ft. 2TheHuman,As the Deer Remix | ft. 2TheHuman
4559,CJ and Friends,Brighter Day Kirk Franklin | CJ&Friends Dance-A-Long with Lyrics,Brighter Day Kirk Franklin | CJ&Friends
4560,CJ and Friends,Mighty to Save | Dance-A-Long with Lyrics,Mighty to Save
4561,CJ and Friends,Happy and You Know It | Dance-A-Long with @listenerkids,Happy and You Know It | with @listenerkids
4562,CJ and Friends,Lord I Lift Your Name On High | Dance-A-Long with Lyrics | Kids Worship,Lord I Lift Your Name On High
4563,CJ and Friends,The Bible Song | Dance-Along with Lyrics | Kids Worship,The Bible Song
4564,CJ and Friends,Shackles (Praise You) | Mary Mary | Dance-A-Long with Lyrics,Shackles (Praise You) | Mary Mary
4565,CJ and Friends,Open the Eyes of My Heart |@ Dance-A-Long w/Lyrics |@LocalSound Remix,Open the Eyes of My Heart |@ w/Lyrics |@LocalSound Remix
4566,CJ and Friends,One Way Hillsong | Dance-A-Long with Lyrics | Animated Worship Song,One Way Hillsong | Animated Worship Song
4567,CJ and Friends,“This is Amazing Grace” Phil Wickham Feat. Lecrae | Dance-A-Long with Lyrics,“This is Amazing Grace” Phil Wickham Feat. Lecrae
4569,CJ and Friends,King of the Jungle | Dance-A-Long with Lyrics | Kids Worship,King of the Jungle
4570,CJ and Friends,Love the Lord | Kids Worship Motions with Lyrics,Love the Lord | Motions
4571,CJ and Friends,Peace Like A River | Kids Worship Motions with Lyrics,Peace Like A River | Motions
4572,CJ and Friends,Every Move I Make | Dance-A-Long with Lyrics | Kids Worship,Every Move I Make
4574,CJ and Friends,Father Abraham Had Many Sons | Dance-A-Long with Lyrics | Kids Worship,Father Abraham Had Many Sons
4581,Yancy,I'm back! Why I'm excited to be at Orange Conference in 2025 -Kids Worship,I'm back! Why I'm excited to be at Orange Conference in 2025
4583,Yancy,Choosing Happy (Rock Party Mix) [Official Lyric Music Video] Kids Worship Song of summer,Choosing Happy (Rock Party Mix) [Official Lyric Music Video] Song of summer
4600,Yancy,O Come O Come Emmanuel Christmas Kids Worship Song,O Come O Come Emmanuel Christmas Song
4601,Yancy,Silent Night Christmas Kids Worship Song,Silent Night Christmas Song
4603,Yancy,Little Praise Party - Away In A Manger Christmas Kids Worship Song,Little Praise Party - Away In A Manger Christmas Song
4605,Yancy,Little Praise Party - Out of This World Kids Worship Music Song,Little Praise Party - Out of This World Music Song
4607,Yancy,Little Praise Party - If You're Happy And You Know It [OFFICIAL KIDS WORSHIP] My Best Friend,Little Praise Party - If You're Happy And You Know It [OFFICIAL] My Best Friend
4608,Yancy,Little Praise Party - This Little Light Of Mine [OFFICIAL KIDS WORSHIP VID] My Best Friend,Little Praise Party - This Little Light Of Mine [OFFICIAL VID] My Best Friend
4609,Yancy,Little Praise Party - The Shrink Song - [OFFICIAL KIDS WORSHIP MUSIC VIDEO] My Best Friend,Little Praise Party - The Shrink Song - [OFFICIAL MUSIC VIDEO] My Best Friend
4610,Yancy,Little Praise Party - The B-I-B-L-E - [OFFICIAL KIDS WORSHIP MUSIC VIDEO] My Best Friend,Little Praise Party - The B-I-B-L-E - [OFFICIAL MUSIC VIDEO] My Best Friend
4615,Yancy,Little Praise Party - Obey - [OFFICIAL KIDS WORSHIP MUSIC VIDEO] Taste and See - obedience,Little Praise Party - Obey - [OFFICIAL MUSIC VIDEO] Taste and See - obedience
4616,Yancy,Little Praise Party - I Love You Lord- [OFFICIAL KIDS WORSHIP MUSIC VIDEO] Taste and See,Little Praise Party - I Love You Lord- [OFFICIAL MUSIC VIDEO] Taste and See
4617,Yancy,Little Praise Party - There Are Promises - [OFFICIAL KIDS WORSHIP MUSIC VIDEO] Taste and See,Little Praise Party - There Are Promises - [OFFICIAL MUSIC VIDEO] Taste and See
4618,Yancy,Little Praise Party - Joyful Noise - [OFFICIAL KIDS WORSHIP MUSIC VIDEO] Taste and See,Little Praise Party - Joyful Noise - [OFFICIAL MUSIC VIDEO] Taste and See
4619,Yancy,Little Praise Party - Best Present Ever- [OFFICIAL KIDS WORSHIP MUSIC VIDEO] Taste and See,Little Praise Party - Best Present Ever- [OFFICIAL MUSIC VIDEO] Taste and See
4621,Yancy,Praise The Lord Every Day VBS Kids Worship -Little Praise Party,Praise The Lord Every Day VBS -Little Praise Party
4622,Yancy,Ready Set Go Reimagined [OFFICIAL KIDS WORSHIP MUSIC VIDEO],Ready Set Go Reimagined [OFFICIAL MUSIC VIDEO]
4623,Yancy,Every Victory from Every Victory Single for Kids Worship,Every Victory from Every Victory Single for
4629,Yancy,NOTHING ELSE Kids Worship Video,NOTHING ELSE Video
4630,Yancy,Glory To Your Name from Kidmin Worship Vol. 6 - Kids Worship,Glory To Your Name from Kidmin Worship Vol. 6
4631,Yancy,Who You Say I Am Kids Worship,Who You Say I Am
4634,Yancy,Little Praise Party - Praise Party [OFFICIAL KIDS WORSHIP MUSIC VIDEO] My Best Friend,Little Praise Party - Praise Party [OFFICIAL MUSIC VIDEO] My Best Friend
4635,Yancy,"Little Praise Party - Whoa, I Have Life [OFFICIAL KIDS WORSHIP MUSIC VDEO] My Best Friend","Little Praise Party - Whoa, I Have Life [OFFICIAL MUSIC VDEO] My Best Friend"
4636,Yancy,Little Praise Party - How Great Is Our God -[OFFICIAL KIDS WORSHIP MUSIC VIDEO],Little Praise Party - How Great Is Our God -[OFFICIAL MUSIC VIDEO]
4637,Yancy,Little Praise Party - God Is So Good [OFFICIAL KIDS WORSHIP MUSIC VIDEO] My Best Friend,Little Praise Party - God Is So Good [OFFICIAL MUSIC VIDEO] My Best Friend
4638,Yancy,Lord I Thank You - Little Praise Party [OFFICIAL KIDS WORSHIP MUSIC VIDEO] Taste and See,Lord I Thank You - Little Praise Party [OFFICIAL MUSIC VIDEO] Taste and See
4661,Yancy,Little Praise Party - The Springtime Song EASTER KIDS WORSHIP,Little Praise Party - The Springtime Song EASTER
4662,Yancy,Little Praise Party - It's A Happy Day- EASTER KIDS WORSHIP,Little Praise Party - It's A Happy Day- EASTER
4663,Yancy,Little Praise Party - Super Wonderful - [OFFICIAL KIDS WORSHIP MUSIC VIDEO] Taste and See,Little Praise Party - Super Wonderful - [OFFICIAL MUSIC VIDEO] Taste and See
4674,Yancy,"Little Praise Party - He's Alive, He's Alive [OFFICIAL EASTER KIDS WORSHIP MUSIC VIDEO]","Little Praise Party - He's Alive, He's Alive [OFFICIAL EASTER MUSIC VIDEO]"
4675,Yancy,"Little Praise Party - One, Two, Three [OFFICIAL MUSIC] 1 2 3 EASTER KIDS WORSHIP","Little Praise Party - One, Two, Three [OFFICIAL MUSIC] 1 2 3 EASTER"
4688,基恩敬拜祈禱仔,《八福》（粵語版）The Beatitudes (Cantonese)-祈禱仔兒童敬拜系列 基恩敬拜AGWMM,《八福》(粵語版)The Beatitudes (Cantonese)-祈禱仔兒童敬拜系列 基恩敬拜AGWMM
4740,Giggles and Tunes,【廣東話兒童詩歌】《神造了（動物篇）》 | 童唱童樂,【廣東話兒童詩歌】《神造了(動物篇)》 | 童唱童樂
4761,Giggles and Tunes,【廣東話兒童詩歌】《神造了（大自然篇）》 | 童唱童樂,【廣東話兒童詩歌】《神造了(大自然篇)》 | 童唱童樂
4770,Giggles and Tunes,【廣東話兒童詩歌】《神造了（生果篇）》 | 童唱童樂,【廣東話兒童詩歌】《神造了(生果篇)》 | 童唱童樂
4771,Giggles and Tunes,【廣東話兒童詩歌】《神造了（蔬菜篇）》 | 童唱童樂,【廣東話兒童詩歌】《神造了(蔬菜篇)》 | 童唱童樂
4795,Hillsong Kids,Born Is The King (It’s Christmas!) - Sing-A-Long Video,Born Is The King (It’s Christmas!) - Video
4813,CJ and Friends,One Way | Acoustic Kids Worship Sing-Along 🎸✨,One Way | Acoustic 🎸✨
5172,基恩敬拜,親眼看見祢 （西班文語）神大愛（越南敬拜）,親眼看見祢 (西班文語)神大愛(越南敬拜)
5241,ACM,【My Second Chance】- HK x 護心喜藥團《有故事的歌 3》,【My Second Chance】- x 護心喜藥團《有故事的歌 3》
5245,ACM,【GOD WILL BE with you】- HK x 香港基督教更新會《有故事的歌 3》,【GOD WILL BE with you】- x 香港基督教更新會《有故事的歌 3》
5252,ACM,【J-E-S-U-S Jesus】HK 兒童詩班,【J-E-S-U-S Jesus】 兒童詩班
5269,ACM,【香氣 / Let His Aroma Fill The Air】HK | 兒童詩班20周年主題曲,【香氣 / Let His Aroma Fill The Air】 | 兒童詩班20周年主題曲
5277,ACM,【今我靜靜離去睡了】- HK 《有故事的歌 2》,【今我靜靜離去睡了】- 《有故事的歌 2》
5278,ACM,【千迴】- HK 《有故事的歌 2》,【千迴】- 《有故事的歌 2》
5279,ACM,【異數】- HK 《有故事的歌 2》,【異數】- 《有故事的歌 2》
5280,ACM,【再生】- HK 《有故事的歌 2》,【再生】- 《有故事的歌 2》
5281,ACM,【巴別事件】HK |《齊唱兒歌6》| 兒童詩歌,【巴別事件】 |《齊唱兒歌6》| 兒童詩歌
5304,ACM,【再生】HK / 《有故事的歌 2》歌曲,【再生】 / 《有故事的歌 2》歌曲
5312,ACM,【減壓GOGOGO】HK |《齊唱兒歌6》| 兒童詩歌,【減壓GOGOGO】 |《齊唱兒歌6》| 兒童詩歌
5313,ACM,【同你共行】HK |《齊唱兒歌6》| 兒童詩歌,【同你共行】 |《齊唱兒歌6》| 兒童詩歌
5314,ACM,【最後的情書 The Last Journey】- HK 《有故事的歌》,【最後的情書 The Last Journey】- 《有故事的歌》
5315,ACM,【輸得起】HK |《齊唱兒歌6》| 兒童詩歌,【輸得起】 |《齊唱兒歌6》| 兒童詩歌
5316,ACM,【謝飯歌】HK |《齊唱兒歌6》| 兒童詩歌,【謝飯歌】 |《齊唱兒歌6》| 兒童詩歌
5317,ACM,【原來對我這麼的好 Brotherhood】- HK 《有故事的歌》,【原來對我這麼的好 Brotherhood】- 《有故事的歌》
5324,ACM,【毋須掛慮 Born In Grace】- HK 《有故事的歌》,【毋須掛慮 Born In Grace】- 《有故事的歌》
5326,ACM,黃劍文 Kimman Wong【孭 Piggyback】- HK 《有故事的歌》,黃劍文 Kimman Wong【孭 Piggyback】- 《有故事的歌》
5327,ACM,【齊唱・頌揚】 40周年主題曲 / HK,【齊唱・頌揚】 40周年主題曲
5340,ACM,【惟有祢】𝐑𝐞𝐢𝐦𝐚𝐠𝐢𝐧𝐞𝐝 | HK (feat. Milk&Honey Worship),【惟有祢】𝐑𝐞𝐢𝐦𝐚𝐠𝐢𝐧𝐞𝐝 | (feat. Milk&Honey Worship)
5348,ACM,HK 《𝑹𝑬𝑩𝑰𝑹𝑻𝑯》40周年創作專輯 - 新碟試聽,《𝑹𝑬𝑩𝑰𝑹𝑻𝑯》40周年創作專輯 - 新碟試聽
5349,ACM,【心靈歸家】𝐄𝐏 𝟎𝟔-《單因為這就是我》：It’s okay that you’re not okay（6分鐘敬拜靈修音樂 | 安靜默禱 - HK）,【心靈歸家】𝐄𝐏 𝟎𝟔-《單因為這就是我》：It’s okay that you’re not okay(6分鐘敬拜靈修音樂 | 安靜默禱)
5350,ACM,【心靈歸家】𝐄𝐏 𝟎𝟏-《請你回家》：讓你回到「自己」這個家（8分鐘敬拜靈修音樂 | 安靜默禱 - HK）,【心靈歸家】𝐄𝐏 𝟎𝟏-《請你回家》：讓你回到「自己」這個家(8分鐘敬拜靈修音樂 | 安靜默禱)
5362,ACM,【沉】- HK,【沉】
5385,ACM,【HK 2020年度《齊唱兒歌USB》正式推出！💿】,【2020年度《齊唱兒歌USB》正式推出！💿】
5388,ACM,【望見天虹】HK ｜齊唱敬拜讚美 8 - 得勝者,【望見天虹】 ｜齊唱敬拜讚美 8 - 得勝者
5389,ACM,【神伴你每天】HK ｜齊唱敬拜讚美 6 - 同在的神－以馬內利,【神伴你每天】 ｜齊唱敬拜讚美 6 - 同在的神－以馬內利
5396,ACM,【安穩在主裡】HK Official |《和平之君》齊唱敬拜讚美5專輯,【安穩在主裡】 Official |《和平之君》齊唱敬拜讚美5專輯
5423,ACM,【轉向祢】HK |《黑暗中的盼望》齊唱敬拜讚美14專輯,【轉向祢】 |《黑暗中的盼望》齊唱敬拜讚美14專輯
5424,ACM,【黑暗終必過去】HK |《黑暗中的盼望》齊唱敬拜讚美14專輯,【黑暗終必過去】 |《黑暗中的盼望》齊唱敬拜讚美14專輯
5425,ACM,【黑暗終必過去】HK |《黑暗中的盼望》齊唱敬拜讚美14專輯,【黑暗終必過去】 |《黑暗中的盼望》齊唱敬拜讚美14專輯
5472,ACM,【一】HK |《傳承使命》齊唱敬拜讚美13專輯,【一】 |《傳承使命》齊唱敬拜讚美13專輯
5473,ACM,【相信祢】HK |《傳承使命》齊唱敬拜讚美13專輯,【相信祢】 |《傳承使命》齊唱敬拜讚美13專輯
5480,ACM,【天地喝采】HK |《傳承使命》齊唱敬拜讚美13專輯,【天地喝采】 |《傳承使命》齊唱敬拜讚美13專輯
5483,ACM,【傾倒的愛】HK |《傳承使命》齊唱敬拜讚美13專輯,【傾倒的愛】 |《傳承使命》齊唱敬拜讚美13專輯
5484,ACM,【在地若天】HK |《傳承使命》齊唱敬拜讚美13專輯,【在地若天】 |《傳承使命》齊唱敬拜讚美13專輯
5507,ACM,【誰是你主】HK |《Sing a New Song》齊唱新歌13專輯,【誰是你主】 |《Sing a New Song》齊唱新歌13專輯
5509,ACM,【響應】HK |《敬拜》齊唱敬拜讚美7專輯,【響應】 |《敬拜》齊唱敬拜讚美7專輯
5516,ACM,【祢是我的神】HK |《敬拜》齊唱敬拜讚美7專輯,【祢是我的神】 |《敬拜》齊唱敬拜讚美7專輯
5521,ACM,【誰主明天】HK |《齊唱新歌11》專輯,【誰主明天】 |《齊唱新歌11》專輯
5637,ACM,【忠心至死】HK |《牧我一生》齊唱敬拜讚美 (12),【忠心至死】 |《牧我一生》齊唱敬拜讚美 (12)
5639,ACM,【無可相比】HK |《牧我一生》齊唱敬拜讚美12專輯,【無可相比】 |《牧我一生》齊唱敬拜讚美12專輯
5640,ACM,【牧我一生】HK |《牧我一生》齊唱敬拜讚美12專輯,【牧我一生】 |《牧我一生》齊唱敬拜讚美12專輯
5663,ACM,【立志擺上】HK 詩歌創作大賽2015作品,【立志擺上】 詩歌創作大賽2015作品
5674,ACM,【手中的福音】HK 詩歌創作大賽2015作品,【手中的福音】 詩歌創作大賽2015作品
5675,ACM,【遮蓋我】HK 詩歌創作大賽2015作品,【遮蓋我】 詩歌創作大賽2015作品
5704,ACM,【祂的一生】HK 齊唱金曲管弦夜 Official Live Version（ft. 曾路得、蘇如紅）,【祂的一生】 齊唱金曲管弦夜 Version(ft. 曾路得、蘇如紅)
5716,ACM,【天地讚美】HK |《祢是王》,【天地讚美】 |《祢是王》
5720,ACM,週年主題曲「路．情」（24／2／2012 30週年晚宴版本）,週年主題曲「路．情」(24／2／2012 30週年晚宴版本)
5721,ACM,【詩篇第二十三篇】HK 30周年感恩晚宴 | 歷屆詩班齊唱,【詩篇第二十三篇】 30周年感恩晚宴 | 歷屆詩班齊唱
5728,ACM,為祂試愛 （KTV）,為祂試愛
5729,ACM,誰人在聽 （KTV）,誰人在聽
5733,ACM,【錫安之主】HK |《齊唱敬拜讚美10 錫安城》,【錫安之主】 |《齊唱敬拜讚美10 錫安城》
5740,米高頻道,大大 611Children,大大 611ChildrenActionSongs2014
5742,ACM,【回到這個家】HK |《回到這個家》| YME系列,【回到這個家】 |《回到這個家》| YME系列
5744,ACM,【小子】HK |《想●心跳》| YME系列,【小子】 |《想●心跳》| YME系列
5745,ACM,【為愛傷過】HK |《想●心跳》| YME系列,【為愛傷過】 |《想●心跳》| YME系列
6009,角聲使團,最好的福氣（國語）,最好的福氣(國語)
